zuordnung;Name;Vorname;Titel;Land;Zeit am Institut ;Abteilung;Auswahl 1950–1990;"""Ostblock"" inkl. China & Nordkorea";Förderer;Förderer extern;Herkunftsinstitut (bei letztem Aufenthalt am IEG);Forschungsthema;Beschreibung;Publikation;Betreuer/in oder nur Gutachter/in;Institution Betreuer/in;Ort Institution Betreuer/in;Staat Institution Betreuer/in;Staatsangehörigkeit Betreuer/in;Spalte2
Fellow;Blackbourn;David Gordon;;Vereinigtes Königreich;1988;2;1;;Extern;Alexander von Humboldt-Stiftung;University of London, Birbeck College, UK;"Die Zentrumspartei in Württemberg 1895–1914; Volksfrömmigkeit und Kulturkampf in Deutschland im 19. Jahrhundert";Dissertation schon abgeschlossen;"{""weiteres52d3fad4ae589"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/ulmss-newton.lib.cam.ac.uk\/vwebv\/holdingsInfo?bibId=6205 | The Centre Party in Wilhelmine Germany: the example of Wu\u0308rttemberg, Ph.D. Thesis Cambridge 1976 | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=030370787 | Class, Religion, and Local Politics in Wilhelmine Germany. The Centre Party in W\u00fcrttemberg before 1914, Wiesbaden 1980 (IEGB 9) | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028078225 | Marpingen. Apparitions of the Virgin Mary in Bismarckian Germany, Oxford 1993 | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Blackbourn;David Gordon;;Vereinigtes Königreich;1977;2;1;;Extern;DAAD;University of London, Queen Mary College, UK;"Die Zentrumspartei in Württemberg 1895–1914; Volksfrömmigkeit und Kulturkampf in Deutschland im 19. Jahrhundert";Dissertation schon abgeschlossen;"{""weiteres52d3fad4ae589"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/ulmss-newton.lib.cam.ac.uk\/vwebv\/holdingsInfo?bibId=6205 | The Centre Party in Wilhelmine Germany: the example of Wu\u0308rttemberg, Ph.D. Thesis Cambridge 1976 | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=030370787 | Class, Religion, and Local Politics in Wilhelmine Germany. The Centre Party in W\u00fcrttemberg before 1914, Wiesbaden 1980 (IEGB 9) | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028078225 | Marpingen. Apparitions of the Virgin Mary in Bismarckian Germany, Oxford 1993 | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Blanning;Timothy Charles William;;Vereinigtes Königreich;1970;2;1;;Institut;;University of Cambridge, Sidney Sussex College, UK;Aufklärung und Revolution im Kurfürstentum Mainz;;"{""weiteres52d3fad3955bb"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=045782571 | Reform and Revolution in Mainz 1743\u20131803, London 1974 | _new>>\r\n""}}";B;University of Cambridge;Cambridge ;Vereinigtes Königreich;;
Fellow;Blanning;Timothy Charles William;;Vereinigtes Königreich;1964, 1965;2;1;;Institut;;University of Cambridge, Sidney Sussex College, UK;Aufklärung und Revolution im Kurfürstentum Mainz;;"{""weiteres52d3fad3955bb"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=045782571 | Reform and Revolution in Mainz 1743\u20131803, London 1974 | _new>>\r\n""}}";B;University of Cambridge;Cambridge ;Vereinigtes Königreich;;
Fellow;Blasius;Dirk;;Bundesrepublik Deutschland;1966, 1967,1968;2;1;;Institut;;Universität zu Köln, Deutschland;Lorenz von Steins politische Ideenwelt;;"{""weiteres52d3fad3e6b87"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=18547201X | Lorenz von Stein. Grundlagen und Struktur seiner politischen Ideenwelt, K\u00f6ln 1970 | _new>>\r\n""}}";B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Boeselager, geb. Thiel;Huberta von;;Bundesrepublik Deutschland;1977, 1978;2;1;;Institut;;Universität Freiburg, Deutschland;Die Resonanz der deutschen Sozialreform in England 1885–1914;;;B;Albert-Ludwigs-Universität;Freiburg i. Br.;Bundesrepublik Deutschland;;
Fellow;Bonnin;Georges;;Frankreich;1963;2;1;;Extern;Alexander von Humboldt-Stiftung;University of Oxford, St. Antony's College, UK;Ulrich Graf von Brockdorff-Rantzau;;;B;Université de Paris, Faculté des lettres et sciences humaines, Sorbonne;Paris;Frankreich;;
Fellow;Borodziej;Wlodzimierz;;Polen;1983;2;1;1;Institut;;Uniwersytet Warszawski, Polen;Besatzungspolitik und Widerstand im Generalgouvernement: Der Distrikt Radom;;"{""weiteres52d3fad5f0c5a"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=046014969 | Terror i polityka. Policja niemiecka a polski ruch oporu w GG 1939\u20131944, Warszawa 1985 | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=08380997X | dt. \u00dcbers.: Terror und Politik. Die deutsche Polizei und die polnische Widerstandsbewegung im Generalgouvernement 1939\u20131944, Mainz 1999 (IEGB 28) | _new>>\r\n""}}";B;Uniwersytet Warszawski;Warszawa;Polen;;
Fellow;Borodziej;Wlodzimierz;;Polen;1986;2;1;1;Institut;;Uniwersytet Warszawski, Polen;Besatzungspolitik und Widerstand im Generalgouvernement: Der Distrikt Radom;;"{""weiteres52d3fad5f0c5a"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=046014969 | Terror i polityka. Policja niemiecka a polski ruch oporu w GG 1939\u20131944, Warszawa 1985 | _new>>\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=08380997X | dt. \u00dcbers.: Terror und Politik. Die deutsche Polizei und die polnische Widerstandsbewegung im Generalgouvernement 1939\u20131944, Mainz 1999 (IEGB 28) | _new>>\r\n""}}";B;Uniwersytet Warszawski;Warszawa;Polen;;
Fellow;Borovi;József;;Ungarn;1972;1;1;1;Institut;;Theologische Akademie Budapest;Die Visitation im Dienst der kirchlichen Reform in Ungarn;"Akte im Ordner 1218; kein Gutachter oder Betreuer vorhanden";"{""weiteres14563f4874ae9ad5"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/17353916\/ | VIAF-Link | _new>>""}}";;;;;;
Fellow;Borsányi;György;;Ungarn;1985;2;1;1;Extern;DAAD;Institut für Parteigeschichte, Budapest, Ungarn;Die ungarische Revolution von 1918/19 und die Weimarer Republik;kein Gutachten vorhanden;"{""weiteres14560a7498e173a6"":{""titel"":""Publikationen"",""text"":""- Okto\u0301berto\u030bl ma\u0301rciusig : polga\u0301ri demokra\u0301cia Magyarorsza\u0301gon, 1918, Budapest 1988""}}";kein Gutachter;;;;;
Fellow;Bos;Frans Tobias;;Niederlande;1971, 1972;1;1;;Institut;;Vrije Universiteit Amsterdam, Niederlande;Faber Stapulensis;Akte im Ordner 1218;"{""weiteres52d3fad452a99"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=133671631 | Luther in het oordeel van de Sorbonne, Diss. Vrije Univ. Amsterdam 1974 | _new>>\r\n""}}";G;;;;;
Fellow;Bossé;Zogbré;;Elfenbeinküste;1978;2;1;;Extern;Staatliches Stipendium der Elfenbeinküste / DAAD;Université de Strasbourg, Frankreich;Die Mainzer Jakobiner und die Zeitschrift »Der Patriot«;;;B;Université de Strasbourg;Strasbourg;Frankreich;;
Fellow;Botsch;Elisabeth;;Bundesrepublik Deutschland;1988, 1989, 1990;2;1;;Extern;Volkswagen-Stiftung;Universität Freiburg, Deutschland;Verdeutschte Texte der Französischen Revolution 1789–1799 als Beispiele für politischen Kulturtransfer;;"{""weiteres52d3fad6f3c1f"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/francia.digitale-sammlungen.de\/Blatt_bsb00016312,00121.html | La R\u00e9volution fran\u00e7aise et le transfert culturel politique: la Terreur \u00e0 travers les textes r\u00e9volutionnaires traduits en Allemand 1789\u20131799, in: Francia 20 (1993) 2, S.\u00a0109-132 | _new>>\r\n""}}";;;;;;
Fellow;Boyd;Stephen B.;;USA;1982, 1983;1;1;;Institut;;Harvard University, USA;Kontinuität bzw. Diskontinuität mittelalterlicher mystischer Theologien in der Reformationszeit (Pilgram Marpeck);;"{""weiteres52d3fad5c6bfe"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=020741561 | Pilgram Marpeck. His Life and Social Theology, Mainz 1992 (IEGV 147) | _new>>\r\n""}}";B;Harvard University;Cambridge, Massachusetts;USA;;
Fellow;Brabec;Václav;;Tschechoslowakei;1969;2;1;1;Institut;;Institut für Parteigeschichte, Prag, Tschechien;Soziale Mobilität in der tschechoslowakischen Gesellschaft  ;Postdoc-Stipendium;;B;;;;;
Fellow;Brezeanu;Stelian;;Rumänien;1972, 1973;2;1;1;Institut;;University of Bucharest, Rumänien;Die Beziehungen zwischen dem Deutschen Reich und Byzanz im Spätmittelalter;;"{""weiteres14560a80804116ed"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/54175008\/ | VIAF-Link | _new>>""}}";B;"Institutul de Studii sud-est europene; Institutul de Studii sud-est europene";"Bukarest; Bukarest ";"Rumänien; Rumänien";;
Fellow;Brightwell;Peter;;Vereinigtes Königreich;1964, 1965;2;1;;Institut;;University of Cambridge, Emmanuel College, UK;Spanien und die Entstehung des Dreißigjährigen Krieges;;"{""weiteres52d3fad3817b9"":{""titel"":""Publikationen"",""text"":""- Spain and the Origins of the Thirty Years' War, Ph.D. Thesis Cambridge 1967\r\n- <<http:\/\/dx.doi.org\/doi:10.1177\/026569147600900401 | The Spanish Origins of the Thirty Years' War, in: European History Quarterly 9 (1979) 4, 409-431  | _new>>\r\n""}}";B;University of Cambridge;Cambridge;"Vereinigtes Königreich; Vereinigtes Königreich";;
Fellow;Bruchhold-Wahl;Hannelore;;Bundesrepublik Deutschland;1971, 1972, 1973, 1974, 1975;2;1;;Institut;;Universität zu Köln, Deutschland;Die preußische Ansiedlungspolitik in Posen-Westpreußen 1871–1914;;"{""weiteres52d3fad4543eb"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=073876054 | Die Krise des Gro\u00dfgrundbesitzes und die G\u00fcterank\u00e4ufe der Ansiedlungskommission in der Provinz Posen in den Jahren 1886\u20131898, phil. Diss. M\u00fcnster 1981 | _new>>\r\n""}}";B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Bruchhold-Wahl;Hannelore;;Bundesrepublik Deutschland;1982, 1983;2;1;;Institut;;Universität zu Köln, Deutschland;Die preußische Ansiedlungspolitik in Posen-Westpreußen 1871–1914;wechselte Univ. und Betreuer (von Wehler/Köln, zu Puhle/Münster, dort 1981 promoviert, erhielt 1982/1983 erneut 6-monatiges Stipendium zur Überarbeitung der Diss. - nie erschienen);"{""weiteres52d3fad4543eb"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=073876054 | Die Krise des Gro\u00dfgrundbesitzes und die G\u00fcterank\u00e4ufe der Ansiedlungskommission in der Provinz Posen in den Jahren 1886\u20131898, phil. Diss. M\u00fcnster 1981 | _new>>\r\n""}}";B;Westfälische Wilhelms-Universität;Münster;Bundesrepublik Deutschland;;
Fellow;Brzoza;Czeslaw;;Polen;1985, 1986;2;1;1;Institut;;Uniwersytet Jagiello?ski, Kraków, Polen;Die polnischen Organisationen in Deutschland nach 1945;;;B;Uniwersytet Jagiellonsk, Instytut Historii;Krakow;Polen;;
Fellow;Bünemann;Richard;;Bundesrepublik Deutschland;1956, 1957, 1958;2;1;;Institut;;Universität Hamburg, Deutschland;Die englisch-deutsche »Kolonialehe« 1885–1894;Postdoc-Aufenthalt;"{""weiteres52d3fad32cca4"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=185510205 | The Anglo-German \u00bbColonial Marriage\u00ab 1885\u20131894, Ph.D. Thesis Oxford 1955 | _new>>\r\n""}}";B;Universität Hamburg;Hamburg;Bundesrepublik Deutschland;;
Fellow;Burchill;Christopher John Martin;;Vereinigtes Königreich;1982, 1983;1;1;;Institut;;University of Cambridge, UK;Girolamo Zanchi, Johann Marbach und die Ursprünge der Orthodoxie in Straßburg 1553–1563;Burchill war schon promoviert, Forschungsstipendium am IEG;"{""weiteres52d3fad5cba95"":{""titel"":""Publikationen"",""text"":""- << http:\/\/hooke.lib.cam.ac.uk\/cgi-bin\/bib_seek.cgi?cat=man&bib=6626 | Girolamo Zanchi in Strasbourg 1553-1563, Ph.D. Thesis Cambridge 1980 | _new>>\r\n- <<http:\/\/www74.homepage.villanova.edu\/christopher.burchill\/my%20papers\/Shadow%20of%20a%20Titan.pdf | 'In the Shadow of a Titan': Johann Marbach and the development of confessional orthodoxy in Strasbourg, paper presented at the Sixth International Congress of Luther Research in Erfurt (1983) | _new>> \r\n- <<http:\/\/www.jstor.org\/stable\/2541437 | Girolamo Zanchi: Portrait of A Reformed Theologian and His Works, in: Sixteenth Century Journal 15 (1984), 185-207 | _new>>\r\n- Le dernier th\u00e9ologien r\u00e9form\u00e9: Girolamo Zanchi, in: Bulletin de la Soci\u00e9t\u00e9 de l'Histoire du Protestantisme fran\u00e7ais 135 (1989), S. 54-63\r\n\r\n\r\n\r\n\r\n""}}";B;Uniwersytet im. Adama Mickiewicza;Pozna?;Polen;;
Fellow;Burgelin;Pierre;;Frankreich;1952, 1953;1;1;;Institut;;Université de Strasbourg, Frankreich;;keine Stipendiatenakte vorhanden;"{""weiteres14563f4f8ca44509"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/12402438\/ | VIAF-Link | _new>>""}}";;;;;;
Fellow;Burigana;Riccardo;;Italien;1953;1;1;;Institut;;Universitŕ degli Studi di Firenze, Italien;Das akademische Leben der Universität Wittenberg von der Rückkehr Luthers von der Wartburg bis zur Schlacht bei Mühlberg;keine Stipendiatenakte vorhanden; L'ecclesiologia all'Universite di Wittenberg : 1541-1547, s.l, 1989?;;;;;;
Fellow;Burmeister;Jürgen;;Bundesrepublik Deutschland;1979;2;1;;Institut;;Hochschule Darmstadt, Deutschland;Der Advokatenstand in Hessen im 18. und 19. Jahrhundert;;"{""weiteres52d3facf8d2fd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031831710 | Studien zur Geschichte der Advokatur und des Advokatenstandes in Hessen-Darmstadt von der zweiten H\u00e4lfte des 17. Jahrhunderts bis zur zweiten H\u00e4lfte des 19. Jahrhunderts, Darmstadt 1984 | _new>>\r\n""}}";B;Institut für Europäische Geschichte;Mainz;Bundesrepublik Deutschland;;
Fellow;Buron;Thierry;;Frankreich;1972, 1973;2;1;;Institut;;École Normale Supérieur, Paris, Frankreich;Die Sozialstruktur der SA 1920–1933;;"{""weiteres52d3fad456a7a"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=112552978 | mit Pascal Gauchon: Les fascismes, Paris 1979 (Documents Histoire 22) | _new>>\r\n""}}";B;Centre d'histoire du Syndicalisme;Paris;Frankreich;;
Fellow;Buszko;Józef;;Polen;1977;2;1;1;Extern;DAAD;Uniwersytet Jagiello?ski, Kraków, Polen;Polnische Wissenschaft und das Schulwesen in den Jahren 1939–1945;Postdoc-Aufenthalt, kein Gutachten vorhanden;"{""weiteres14560a8be5cd14ae"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/12328345\/ | VIAF-Link | _new>>""}}";kein Gutachter;;;;;
Fellow;Buszko;Józef;;Polen;1978;2;1;1;Extern;Polnisches Hochschulministerium;Uniwersytet Jagiello?ski, Kraków, Polen;Die polnische Frage und die Orientkrise 1877/78;Postdoc-Aufenthalt;"{""weiteres14560a8be5cd14ae"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/12328345\/ | VIAF-Link | _new>>""}}";kein Gutachter;;;;;
Fellow;Buszko;Józef;;Polen;1984;2;1;1;Extern;DAAD;Uniwersytet Jagiello?ski, Kraków, Polen;Polen im Zweiten Weltkrieg;Postdoc-Aufenthalt;"{""weiteres14560a8be5cd14ae"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/12328345\/ | VIAF-Link | _new>>""}}";kein Gutachter;;;;;
Fellow;Bycina;David J.;;USA;1967, 1968, 1969;1;1;;Institut;;University of Wisconsin–Madison, USA;Religion und Magie in den Gedanken des J. Trithemius;;;G;Stanford University;Stanford, California;USA;;
Fellow;Bystrzycki;Lech;;Polen;1979, 1980;1;1;1;Institut;;;Katholische Geistlichkeit in Großpolen 1795–1918;Bystrzycki schon promoviert, Tätigkeit als Pfarrer;"{""weiteres52d3fad5514fc"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=134061020 | Duchowi\u00e9nstwo polskie K\u00f3sciola rzymsko-katolickiego w Wielkopolsce w latach 1815\u20131918. Koszalin 1986 (Publikacja naukowa \/ Wyzsze Seminarium Duchowne Diecezji Koszal\u00ednsko-Kolobrzeskiej 2) | _new>>\r\n""}}";B;Uniwersytet im. Adama Mickiewicza;Pozna?;Polen;;
Fellow;Carl;Horst;;Bundesrepublik Deutschland;1988, 1989;2;1;;Institut;;Eberhard Karls Universität Tübingen, Deutschland;Die preußischen Westprovinzen im Siebenjährigen Krieg;;"{""weiteres52d3fad6ebfd1"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=024795240 | Okkupation und Regionalismus. Die preu\u00dfischen Westprovinzen im Siebenj\u00e4hrigen Krieg, Mainz 1993 (IEGV 150) | _new>>\r\n""}}";B;Eberhard Karls Universität;Tübingen;Bundesrepublik Deutschland;;
Fellow;Carparelli;Antonia;;Italien;1979;2;1;;Institut;;Universitŕ degli Studi di Siena, Italien;Die deutschen Kartelle und ihre Widerspiegelung in der Wirtschaftstheorie und -politik in Italien (1914–1939);;;B;Univsersitŕ degli studi di Pisa;Pisa;Italien;;
Fellow;Carparelli;Antonia;;Italien;1980, 1981;2;1;;Institut;;Universitŕ degli Studi di Siena, Italien;Die deutschen Kartelle und ihre Widerspiegelung in der Wirtschaftstheorie und -politik in Italien (1914–1939);;;B;Univsersitŕ degli studi di Pisa;Pisa;Italien;;
Fellow;Carr;William;;Vereinigtes Königreich;1988;2;1;;Extern;DAAD;University of Sheffield, UK;Die deutschen Einigungskriege 1864–1871;Postdoc-Aufenthalt;"{""weiteres52d3fad02e6ca"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/930529839\/about\/html | The origins of the wars of German unification, London 1991 | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Carter;Guy C.;;USA;1984;1;1;;Institut;;Marquette University, Milwaukee, USA;Das Betheler Bekenntnis von 1933;;"{""weiteres52d3fad003774"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=109101014 | Confession at Bethel, August 1933 \u2013 enduring witness: the formation, revision and siginificance of the first full theological confession of the Evangelical Church struggle in Nazi Germany, Ann Arbor 1987 | _new>>\r\n""}}";B;Marquette University ;Milwaukee, Wisconsin;USA;;
Fellow;Carus;André Wolfgang;;USA;1979;2;1;;Institut;;University of Cambridge, Gonville & Caius College, UK;Christian Thomasius und das Ethos der gebildeten Stände in der Zeit der deutschen Frühaufklärung;;"{""weiteres52d3facf8a7e2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=288183401 | Christian Thomasius, Corporatism and the Ethos of the German Professional Classes in the Early Enlightenment, Ann Arbor 1981 | _new>>\r\n""}}";B;University of London, King's College;London;Vereinigtes Königreich;;
Fellow;Carvajal Aravena;Patricio;;Chile;1987, 1988, 1989, 1990, 1991, 1992, 1993;2;1;;Extern;DAAD;Katholische Universität Valparaíso, Chile;Deutsches Staatsdenken in der Frühen Neuzeit;"Betreuung in Chile: Huesbe Llanos, Marco A; Betruung in Deutschland: Aretin, Karl Otmar Freiherr von ";"{""weiteres52d3fad3111b0"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/catalogo.upla.cl\/opacweb\/Conscgi.exe?VDOC?1?71142 | La crisis del Estado moderno : la Staatslehre europea de Martin Luther a Petra Kelly, Valpara\u00edso 2009 | _new>>\r\n""}}";B;Universidad Católica de Valpararaíso;Valparaíso;Chile;;
Fellow;Cattaruzza;Marina;;Italien;1980, 1981, 1982;2;1;;Institut;;Universitŕ degli Studi di Trieste, Italien;Unternehmer und Arbeiterschaft in der deutschen Werftindustrie im Kaiserreich;"Postdoc-Aufenthalt, Betreuer Triest: Pirjevec, Joze; Betreuer Deutschland: Aretin, Karl Otmar Freiher von";"{""weiteres52d3fad57f89b"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=00714802X | Arbeiter und Unternehmer auf den Werften des Kaiserreiches, Stuttgart 1988 (IEGV 127) | _new>>\r\n""}}";B;Universitŕ degli Studi di Trieste;Trieste;Italien;;
Fellow;Cavallotto;Stefano;;Italien;1977;1;1;;Institut,Extern;;keine Angabe in Akten;Die Ekklesiologie Melanchthons;"1977 Gastwissenschaftler
";"{""weiteres52d3fad4d574c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=192586262 | Interpretazioni della ecclesiologia di F. Melantone, in: Ecclesiologia e cultura moderna. Saggi teologici, a cura di Giandomenico Mucci, Napoli 1978 (Aloisiana 12), S. 171-203 | _new>>\r\n""}}";B;Universitŕ degli Studi di Napoli;Neapel;Italien;;
Fellow;Cavallotto;Stefano;;Italien;1978;1;1;;Institut,Extern;;keine Angabe in Akten;Die Ekklesiologie Melanchthons;"1978 Gastwissenschaftler
";"{""weiteres52d3fad4d574c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=192586262 | Interpretazioni della ecclesiologia di F. Melantone, in: Ecclesiologia e cultura moderna. Saggi teologici, a cura di Giandomenico Mucci, Napoli 1978 (Aloisiana 12), S. 171-203 | _new>>\r\n""}}";B;Universitŕ degli Studi di Napoli;Neapel;Italien;;
Fellow;Cavallotto;Stefano;;Italien;1975, 1976;1;1;;Institut,Extern;;Universitŕ degli Studi di Napoli, Italien;Die Ekklesiologie Melanchthons;1975, 1976 Stipendiat;"{""weiteres52d3fad4d574c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=192586262 | Interpretazioni della ecclesiologia di F. Melantone, in: Ecclesiologia e cultura moderna. Saggi teologici, a cura di Giandomenico Mucci, Napoli 1978 (Aloisiana 12), S. 171-203 | _new>>\r\n""}}";G;Universitŕ degli Studi di Napoli;Neapel;Italien;;
